32,ST,Sha Tin,HK,2022/03/20,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/03/20&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220320&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=20/03/2022&RaceNo=2,SUPER SATIN HANDICAP,Class 4,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,040,000",,12.77,33.83,,,,56.93,12.77,21.06,23.10,,,,,,,,13.13,21.14,24.64,,,,,,,,4,8,,,,13,13,,,,10,11,12-1/2,,LE PLUS VITE,G242,,12,,1197,125,,,,D A Hayes,B Shinn,,,,,,14,0:58.91,,,"LUCKY GOR (J Moreira) stumbled on jumping and then lost ground when crowded for room between SWEET DIAMOND and GLENEALY GENERALS, both of which shifted ground. LUCKY GOR and SWEET DIAMOND were then hampered when tightened between GLENEALY GENERALS which was racing tight inside MEDIC ELITE and HAPPY TRIO which got its head on the side and shifted out away from KOWLOON EAST STAR after initially being bumped by that horse. This resulted in LUCKY GOR racing back in the field in the early stages. J Moreira stated that despite the circumstances at the start LUCKY GOR was able to improve its position in the middle stages and he anticipated that the horse would finish the race off well. He said however that after obtaining clear running passing the 300 Metres LUCKY GOR was then very disappointing in the manner in which it weakened over the concluding stages. A veterinary inspection of LUCKY GOR immediately following the race did not show any significant findings.
GOOD NEWS and FORTUNE MARBO brushed on jumping.
Approaching the 600 Metres, SWEET DIAMOND was awkwardly placed behind GLENEALY GENERALS. SWEET DIAMOND was then brushed by MEDIC ELITE passing the 600 Metres as that horse was taken in by LUCKY GOR. SWEET DIAMOND then bumped the hindquarters of HAPPY TRIO near the 500 Metres when again awkwardly placed inside MEDIC ELITE which was shifted in away from the heels of LUCKY GOR.
Passing the 500 Metres, FELIX THE KING became unbalanced when being steadied away from the heels of LE PLUS VITE.
After the 500 Metres, BRILLIANT EIGHT momentarily raced in restricted room between LE PLUS VITE and FORTUNE MARBO which was awkwardly placed outside the heels of GOOD NEWS which got its head on the side and lay out away from KOWLOON EAST STAR.
Approaching the 300 Metres, LUCKY GOR and GLENEALY GENERALS raced tight.
GLENEALY GENERALS got its head on the side and lay out over the latter stages.
HAPPY TRIO also lay out under pressure over the concluding stages.
A veterinary inspection of LE PLUS VITE immediately following the race which included an endoscopic examination showed a substantial amount of mucus in the horse’s trachea.
LUCKY GOR, RUN RUN COOL and GOOD NEWS were sent for sampling."
32,ST,Sha Tin,HK,2022/03/20,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/03/20&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220320&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=20/03/2022&RaceNo=2,SUPER SATIN HANDICAP,Class 4,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,040,000",,12.77,33.83,,,,56.93,12.77,21.06,23.10,,,,,,,,13.29,21.10,24.55,,,,,,,,7,11,,,,14,14,,,,5,12,12-1/2,,BRILLIANT EIGHT,G280,,74,,1243,125,,,,Y S Tsui,C Y Ho,,,,,,14,0:58.94,,,"LUCKY GOR (J Moreira) stumbled on jumping and then lost ground when crowded for room between SWEET DIAMOND and GLENEALY GENERALS, both of which shifted ground. LUCKY GOR and SWEET DIAMOND were then hampered when tightened between GLENEALY GENERALS which was racing tight inside MEDIC ELITE and HAPPY TRIO which got its head on the side and shifted out away from KOWLOON EAST STAR after initially being bumped by that horse. This resulted in LUCKY GOR racing back in the field in the early stages. J Moreira stated that despite the circumstances at the start LUCKY GOR was able to improve its position in the middle stages and he anticipated that the horse would finish the race off well. He said however that after obtaining clear running passing the 300 Metres LUCKY GOR was then very disappointing in the manner in which it weakened over the concluding stages. A veterinary inspection of LUCKY GOR immediately following the race did not show any significant findings.
GOOD NEWS and FORTUNE MARBO brushed on jumping.
Approaching the 600 Metres, SWEET DIAMOND was awkwardly placed behind GLENEALY GENERALS. SWEET DIAMOND was then brushed by MEDIC ELITE passing the 600 Metres as that horse was taken in by LUCKY GOR. SWEET DIAMOND then bumped the hindquarters of HAPPY TRIO near the 500 Metres when again awkwardly placed inside MEDIC ELITE which was shifted in away from the heels of LUCKY GOR.
Passing the 500 Metres, FELIX THE KING became unbalanced when being steadied away from the heels of LE PLUS VITE.
After the 500 Metres, BRILLIANT EIGHT momentarily raced in restricted room between LE PLUS VITE and FORTUNE MARBO which was awkwardly placed outside the heels of GOOD NEWS which got its head on the side and lay out away from KOWLOON EAST STAR.
Approaching the 300 Metres, LUCKY GOR and GLENEALY GENERALS raced tight.
GLENEALY GENERALS got its head on the side and lay out over the latter stages.
HAPPY TRIO also lay out under pressure over the concluding stages.
A veterinary inspection of LE PLUS VITE immediately following the race which included an endoscopic examination showed a substantial amount of mucus in the horse’s trachea.
LUCKY GOR, RUN RUN COOL and GOOD NEWS were sent for sampling."
21,Date,Date_L,レース名,競馬場略称,馬場,コース,距離,馬場状態,レース格,着順,調教師,騎手,着差,斤量,タイム,補助馬具
22,22/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,KING KWONG HANDICAP,HV,Turf,"""C+3""",1000,G,3,04,F C Lor,H Bentley,2-1/4,117,0.57.04,B/H
31,競馬場コード,競馬場,国名,レース日付,Date_L,Video,Sectional,レース名,レース格,レースNo,レース他,レース名省略,出走条件（性別）,馬場の種類,障害数,障害レース確認,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,総賞金,着賞金,通過タイム01,通過タイム02,通過タイム03,通過タイム04,通過タイム05,finishタイム,レースSectionalタイム01,レースSectionalタイム02,レースSectionalタイム03,レースSectionalタイム04,レースSectionalタイム05,レースSectionalタイム06,レースSectionalタイム内訳01,レースSectionalタイム内訳02,レースSectionalタイム内訳03,レースSectionalタイム内訳04,馬別Sectionalタイム01,馬別Sectionalタイム02,馬別Sectionalタイム03,馬別Sectionalタイム04,馬別Sectionalタイム05,馬別Sectionalタイム06,馬別Sectionalタイム内訳01,馬別Sectionalタイム内訳02,馬別Sectionalタイム内訳03,馬別Sectionalタイム内訳04,通過順位01,通過順位02,通過順位03,通過順位04,通過順位05,入線順位,確定順位,異常区分,同着,着変更,馬番号,ゲート番号,着差1,着差2,馬名,馬ID,生産国,オッズ,馬齢,馬体重,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,タイム,優勝馬オーナー,優勝馬生産者,コメント
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.45,21.14,23.10,,,,,,,,1,1,,,,1,1,,,,8,11,-,,WHIZZ KID,E392,,7.2,,1178,119,,,,A S Cruz,K Teetan,,,,,,12,0:56.69,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.49,21.38,22.94,,,,,,,,2,2,,,,2,2,,,,6,4,3/4,,LIGHTNING STORM,E454,,2.2,,1048,122,,,,C S Shum,Z Purton,,,,,,12,0:56.81,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.65,21.42,22.82,,,,,,,,5,5,,,,3,3,,,,1,1,1-1/4,,HARMONY FIRE,E175,,10,,1088,133,,,,D J Whyte,A Badel,,,,,,12,0:56.89,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.97,21.34,22.73,,,,,,,,9,7,,,,4,4,,,,11,5,2-1/4,,RUN RUN COOL,E322,,17,,1221,117,,,,F C Lor,H Bentley,,,,,,12,0:57.04,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.65,21.38,23.16,,,,,,,,4,4,,,,5,5,,,,12,2,3-1/4,,LIKE THAT,D328,,14,,1175,114,,,,F C Lor,M F Poon,,,,,,12,0:57.19,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,13.41,21.38,22.52,,,,,,,,12,12,,,,6,6,,,,7,9,4,,LYRICAL MOTION,G081,,56,,1124,120,,,,W Y So,H W Lai,,,,,,12,0:57.31,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.77,21.46,23.21,,,,,,,,7,6,,,,7,7,,,,4,10,4-3/4,,JOYFUL WIN,D451,,44,,1163,128,,,,P F Yiu,M Chadwick,,,,,,12,0:57.44,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
32,HV,Happy Valley,HK,2022/02/23,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/23&Racecourse=HV&RaceNo=6,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220223&no=06&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=23/02/2022&RaceNo=6,KING KWONG HANDICAP,Class 3,RACE 6,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,12.45,33.59,,,,56.69,12.45,21.14,23.10,,,,,,,,12.61,21.30,23.54,,,,,,,,3,3,,,,8,8,,,,2,3,4-3/4,,SPECIAL M,E271,,3.8,,1106,130,,,,J Size,V Borges,,,,,,12,0:57.45,,,"SEVEN HEAVENS, which was leaning on the inside of its stall as the start was effected, began awkwardly and then was crowded for room at the start between LYRICAL MOTION which was also slow to begin and BIG HAPPINESS which shifted out abruptly on jumping.
HARMONY FIRE began awkwardly.
Passing the 900 Metres, LIKE THAT raced tight inside SPECIAL M which was racing tight inside the heels of LIGHTNING STORM which shifted in before being directed out to relieve the pressure to runners on its inside.
Passing the 700 Metres, BIG HAPPINESS raced in restricted room inside JOYFUL WIN which got its head on the side and lay in towards the heels of LIKE THAT.
Passing the 300 Metres, LIKE THAT raced tight inside SPECIAL M which got its head on the side and lay in. LIKE THAT then momentarily raced in restricted room between SPECIAL M and LIGHTNING STORM which shifted to the outside of WHIZZ KID.
Passing the 200 Metres, LIGHTNING STORM shifted out away from WHIZZ KID which also shifted out under pressure. SPECIAL M (V Borges), which was following LIGHTNING STORM, got its head on the side and shifted out as LIGHTNING STORM shifted ground, resulting in JOYFUL WIN, which was commencing to improve to the outside of SPECIAL M, being taken out, resulting in BIG HAPPINESS having to shift out away from JOYFUL WIN which caused SEVEN HEAVENS to be checked away from the heels of BIG HAPPINESS. Whilst the Stewards were of the opinion that a number of horses were shifting ground at this time which resulted in SEVEN HEAVENS being hampered, nonetheless V Borges was told to ensure that he reacts quicker to his mounts shifting ground than he did on this occasion.
After the race, V Borges stated that after being required to race wide and without cover throughout the race, SPECIAL M was then not able to finish the race off over the concluding stages. A veterinary inspection of SPECIAL M immediately following the race did not show any significant findings.
A veterinary inspection of AWESOME TREASURE immediately following the race did not show any significant findings.
WHIZZ KID and LIGHTNING STORM were sent for sampling.
<24/2/2022 Additional Veterinary Reports>The Veterinary Surgeon reported that LIGHTNING STORM was lame in its right front leg on the morning after racing. Before being allowed to race again, LIGHTNING STORM will be subjected to an official veterinary examination."
