競馬場コード,競馬場,国名,レース日付,レース名,レース格,レース他,レース名省略,出走条件（性別）,馬場の種類,馬場の種類（英愛）,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,障害数,障害レース確認,着賞金,並び順位,確定順位,異常区分,同着,着変更,ゲート番号,着差1,着差2,馬名,生産国,オッズ,馬齢,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,優勝馬タイム,優勝馬オーナー,優勝馬生産者,コメント
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,12,12,,,,1,hd,7¼,Mymomentintime,USA,28/1,6,,,,,Miss Susan A Finn,Killian Leonard,b,h,,,Mr Greeley,18,,,,"Towards rear on far side of group, weakened inside final furlong (op 18/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,13,13,,,,14,nk,7½,Smoke Them Out,IRE,14/1,3,,,,,T G McCourt,James Ryan,b,g,,,Dark Angel,18,,,,"Prominent towards near side, weakened final furlong (op 11/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,14,14,,,,12,½,8,Emerald Harmony,IRE,20/1,4,,,,,J P Murtagh,Ben Coen,b,f,,,Oratorio,18,,,,"Raced centre, never better than midfield (op 14/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,15,15,,,,11,½,8½,Moral Turpitude,IRE,28/1,4,,,,,Daniel James Murphy,Shane Foley,ch,f,,,Falbrav,18,,,,"Led narrowly towards near side, headed over 1f out, soon weakened (op 25/1 tchd 33/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,16,16,,,,10,nk,8¾,Airspeed,IRE,33/1,3,,,,,Edward Lynam,Sorcha Woods,b,g,,,Dream Ahead,18,,,,"Prominent up the centre, weakening when short of room inside final furlong (jockey said gelding got no run inside final furlong) (op 25/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,17,17,,,,19,5,13¾,Blue Balle,GB,28/1,4,,,,,Dermot Kilmartin,Robert Whearty,gr,g,,,Verglas,18,,,,"In touch with leaders on near side of group, weakened final furlong (tchd 33/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,18,18,,,,20,½,14¼,Desert Power,IRE,10/1,4,,,,,Edward Lynam,Gary Carroll,gr,g,,,Zebedee,18,,,,"Dwelt start, raced near side, always behind (op 8/1 tchd 11/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,1,1,,,,2,,,Light As Air,IRE,1/2F,3,,,,,A P O'Brien,Ryan Moore,b,c,,,Galileo,9,2m 36.88s,,,"Prominent, led narrowly after 2f, headed after 4f, outpaced over 3f out, rallied 2f out, led again over 1f out, faced challenge final 110yds, kept on well towards finish (op 8/15 tchd 4/7)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,2,2,,,,1,½,,Winston Junior,IRE,11/2,3,,,,,Mrs John Harrington,Keithen Kennedy,b,g,,,Iffraaj,9,,,,"Prominent, led narrowly after 4f, going best 3f out, reduced lead then headed over 1f out, rallied and challenging final 110yds, kept on but no extra towards finish (op 6/1 tchd 5/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,3,3,,,,6,2¾,3¼,Slaney Drive,IRE,17/2,3,,,,,J S Bolger,Declan McDonogh,ch,c,,,Vocalised,9,,,,"Took keen hold, led early, in touch with leaders after 1f, outpaced over 3f out, went third over 1f out, kept on but not pace to challenge (op 9/1 tchd 15/2 and tchd 10/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,4,4,,,,5,3¼,6½,Kingstonian,GB,28/1,3,,,,,Mrs John Harrington,Shane Foley,b,g,,,Stormy Atlantic,9,,,,"Towards rear, outpaced but some headway 3f out, no impression but kept on and went fourth inside final 110yds (op 14/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,5,5,,,,9,1¼,7¾,Edelak,IRE,4/1,3,,,,,J P Murtagh,Ben Coen,b,c,,,Peintre Celebre,9,,,,"In touch with leaders, outpaced over 3f out, rallied 2f out, weakened over 1f out (tchd 7/2)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,6,6,,,,4,15,22¾,Down To Business,GB,18/1,3,,,,,A Oliver,Gary Carroll,gr,g,,,Dark Angel,9,,,,"Towards rear, outpaced over 3f out, weakened 2f out (op 22/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,7,7,,,,7,13,35¾,Theflyingbee,IRE,80/1,8,,,,,F G Hand,Wesley Joyce,b,m,,,Beneficial,9,,,,"In touch with leaders, led after 1f, headed and prominent after 2f, weakened quickly over 3f out, soon eased (op 66/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,8,8,,,,8,18,53¾,Isthatrightkatie,IRE,150/1,5,,,,,Miss Katy Brown,Luke McAteer,b,m,,,Gothenberg,9,,,,"Slowly into stride, always behind (op 66/1)"
178,Curragh (IRE),,2025/07/20,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,Hong Kong Thoroughbred Breeders Alliance Irish EBF Maiden,,,,,Maiden,3yo+,1m4f,,,Good To Yielding,,,,9,9,,,,3,15,68¾,Rock Solid Spirit,IRE,250/1,3,,,,,Patrick J Flynn,Robyn Donaghue-Leahy,gr,g,,,Dark Angel,9,,,,Always behind (op 80/1 tchd 300/1)
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,1,1,,,,9,,,Queen Of The Bogs,IRE,8/1,3,,,,,John Joseph Murphy,Gary Carroll,b,f,,,Cape Cross,10,1m 57.43s,,,"Made all, took keen hold, went clear over 2f out, comfortably (op 9/1 tchd 10/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,2,2,,,,6,4¾,,Noli Timere,IRE,5/1,3,,,,,M D O'Callaghan,Dylan Browne McMonagle,ch,f,,,Galileo,10,,,,"Prominent, ridden and went second 2f out, kept on, no match for winner (op 13/2)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,3,3,,,,8,3¼,8,Sunlight Dance,IRE,22/1,3,,,,,J S Bolger,Declan McDonogh,b,f,,,Dawn Approach,10,,,,"Midfield, badly hampered over 1f out, went third 1f out, stayed on (jockey said filly had to come off heels in straight) (op 14/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,4,4,,,,2,nk,8¼,Carmel's Phoenix,IRE,80/1,3,,,,,Mark Fahey,Ronan Whelan,b,f,,,Lawman,10,,,,"Slowly away, in rear, stayed on and went modest fourth inside final furlong (op 66/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,5,5,,,,10,1¼,9½,Rest Your Mind,IRE,20/1,3,,,,,John E & Thomas Kiely,Seamie Heffernan,b,f,,,Galileo,10,,,,"Towards rear, some headway 1f out, never on terms (op 33/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,6,6,,,,5,2¼,11¾,Metamorphic,GB,12/1,3,,,,,Mrs John Harrington,Shane Foley,b,f,,,Giant's Causeway,10,,,,"Slowly into stride, towards rear, repeatedly short of room from over 1f out (jockey said filly got no luck in running in straight) (op 11/1 tchd 8/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,7,7,,,,4,hd,12,Adrienne,IRE,13/2,3,,,,,T M Walsh,Chris Hayes,gr,f,,,War Command,10,,,,"Midfield, weakened final furlong (op 9/1 tchd 10/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,8,8,,,,1,4½,16½,Treasure Rose,IRE,3/1,3,,,,,J P Murtagh,Ben Coen,b,f,,,Mastercraftsman,10,,,,"Prominent on inner, weakened over 1f out (vet reported filly to be post race normal) (op 11/4 tchd 2/1)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,9,9,,,,3,2,18½,Guarded,IRE,2/1F,3,,,,,A P O'Brien,Ryan Moore,ch,f,,,Scat Daddy,10,,,,"Raced in second, lost second and weakened 2f out (vet reported filly to be post race normal; jockey said filly ran disappointing and he could offer no reason why) (op 6/4 tchd 5/2)"
178,Curragh (IRE),,2025/07/20,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,,,Visit Keadeenhotel.ie Irish EBF Fillies Maiden,Fillies,,,,Maiden,3yo,1m1f,,,Good To Yielding,,,,10,10,,,,7,75,93½,Bhean Liath,IRE,200/1,3,,,,,Peter McCreery,Adam Caffrey,gr,f,,,Raven's Pass,10,,,,"Reluctant to load, slowly away, tailed off throughout (op 100/1)"
39,Newton Abbot,,2025/07/20,Race Carl To The Bar Handicap Hurdle,,,Race Carl To The Bar Handicap Hurdle,,,,Class 4,,"0-110, 3yo+",2m167yds,,,Good,8 hurdles,Hurdle,,1,1,,,,,,,Sergeant Fury,IRE,Evs,5,,,,,Harry Derham,Paul O'Brien,b,g,,,Scorpion,2,4m 7.66s,,,"Made all, not fluent 3rd, not fluent 4th, kept on run-in, unchallenged (op 10/11)"
39,Newton Abbot,,2025/07/20,Race Carl To The Bar Handicap Hurdle,,,Race Carl To The Bar Handicap Hurdle,,,,Class 4,,"0-110, 3yo+",2m167yds,,,Good,8 hurdles,Hurdle,,2,2,,,,,3¼,,Gore Point,GB,4/5F,5,,,,,Anthony Honeyball,Sam Twiston-Davies,b,g,,,Dalakhani,2,,,,"Raced in second, hit 5th, mistake 3 out, some headway 2 out, soon outpaced, no impression run-in (op 5/6 tchd 8/11)"
39,Newton Abbot,,2025/07/20,Zero To Exit Juvenile Hurdle (GBB Race),,'GBB Race',Zero To Exit Juvenile Hurdle,,,,Class 4,,3yo,2m167yds,,,Good,8 hurdles,Hurdle,,1,1,,,,,,,Dignam,IRE,1/4F,3,,,,,Joseph Patrick O'Brien,J J Slevin,b,c,,,Cacique,5,4m 10.62s,,,"In rear, in touch with leaders when mistake 3 out, smooth headway and went second on turn before 2 out, soon led, clear when pecked on landing last, easily (op 8/15)"
39,Newton Abbot,,2025/07/20,Zero To Exit Juvenile Hurdle (GBB Race),,'GBB Race',Zero To Exit Juvenile Hurdle,,,,Class 4,,3yo,2m167yds,,,Good,8 hurdles,Hurdle,,2,2,,,,,4¾,,Lord,GER,7/1,3,,,,,Olly Murphy,Sean Bowen,b,g,,,Soldier Hollow,5,,,,"In rear, outpaced 3 out, rallied before 2 out, no chance with winner but went second last, kept on (op 9/2 tchd 15/2)"
39,Newton Abbot,,2025/07/20,Zero To Exit Juvenile Hurdle (GBB Race),,'GBB Race',Zero To Exit Juvenile Hurdle,,,,Class 4,,3yo,2m167yds,,,Good,8 hurdles,Hurdle,,3,3,,,,,4,8¾,Manyana Blue,GB,16/1,3,,,,,Dr Richard Newland & Jamie Insole,Sam Twiston-Davies,b,f,,,Anabaa Blue,5,,,,"Took keen hold, led, headed before 2 out, no chance with winner when not fluent and lost second last, weakened run-in (op 9/1)"
39,Newton Abbot,,2025/07/20,Zero To Exit Juvenile Hurdle (GBB Race),,'GBB Race',Zero To Exit Juvenile Hurdle,,,,Class 4,,3yo,2m167yds,,,Good,8 hurdles,Hurdle,,4,4,,,,,2¾,11½,It's Life,GB,28/1,3,,,,,Bill Turner,Harry Kimber,b,f,,,Havana Gold,5,,,,"Prominent, lost second then bit short of room after 3 out, soon outpaced, weakened approaching last (op 16/1)"
39,Newton Abbot,,2025/07/20,Zero To Exit Juvenile Hurdle (GBB Race),,'GBB Race',Zero To Exit Juvenile Hurdle,,,,Class 4,,3yo,2m167yds,,,Good,8 hurdles,Hurdle,,5,5,,,,,6,17½,Green Asset,IRE,11/1,3,,,,,Mickey Bowen,Shane Fenelon,b,g,,,Rainbow Quest,5,,,,"In touch with leaders, prominent 5th, outpaced after 3 out, dropped to last before 2 out, soon weakened (op 7/1 tchd 13/2)"
39,Newton Abbot,,2025/07/20,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,,Class 5,,"0-105, 4yo+",3m1f170yds,,,Good,19 fences,Chase,,1,1,,,,,,,Testflight,GB,4/1,8,,,,,Sue Gardner,Tabitha Worsley,b,g,,,Saint Cyrien,4,6m 41.31s,,,"In touch with leaders, prominent 5th, dropped to last 4 out, outpaced 3 out, rallied approaching last, kept on well and led towards finish (op 7/2 tchd 9/2)"
39,Newton Abbot,,2025/07/20,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,,Class 5,,"0-105, 4yo+",3m1f170yds,,,Good,19 fences,Chase,,2,2,,,,,1¾,,My Girl Katie,IRE,11/10F,8,,,,,Grace Harris,Conor Ring,b,m,,,King's Theatre,4,,,,"In rear but in touch with leaders, hit 5th, went third 4 out, went second 2 out, not fluent last, soon lost second, kept on and went second again final strides (op 5/4 tchd Evens)"
39,Newton Abbot,,2025/07/20,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,,Class 5,,"0-105, 4yo+",3m1f170yds,,,Good,19 fences,Chase,,3,3,,,,,½,2¼,Great d'Ange,FR,9/1,9,,,,,Barry Brennan,Tom Broughton,b,g,,,Network,4,,,,"Led, 2 lengths ahead last, weakened quickly inside final 110yds, headed towards finish, lost second final strides (op 15/2)"
39,Newton Abbot,,2025/07/20,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,Celebrating 50 Years Trading Dick Oliver Ltd Handicap Chase,,,,Class 5,,"0-105, 4yo+",3m1f170yds,,,Good,19 fences,Chase,,4,4,,,,,5½,7¾,Backinaction,IRE,5/2,7,,,,,Evan Williams,Adam Wedge,b,g,,,Flemensfirth,4,,,,"Prominent, pressed leader when not fluent 3 out, lost second 2 out, soon hung left and weakened (vet said gelding struck into his left-fore) (op 9/4)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,1,1,,,,,,,Stinginhisstep,GB,13/2,6,,,,,Sue Gardner,Sean Houlihan,b,g,,,Classic Cliche,9,4m 40.52s,,,"Led, faced challenge on turn after 3 out, briefly headed just before 2 out, went clear approaching last, comfortably (trainer said, regarding the apparent improvement in form, that gelding appreciated the drop back in trip on this occasion from 2m5f to 2m2f) (op 15/2)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,2,2,,,,,6,,Square Du Roule,FR,6/1,5,,,,,Nigel Hawke,James Davies,b,g,,,Tin Horse,9,,,,"In touch with leaders, smooth headway then challenging going easily on turn after 3 out, briefly led just before 2 out, not fluent 2 out, ridden but found little before last, weakened run-in (op 13/2 tchd 7/1)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,3,3,,,,,7,13,Sassified,IRE,11/8F,7,,,,,Philip Hobbs & Johnson White,Micheal Nolan,ch,g,,,Rock Of Gibraltar,9,,,,"In touch with leaders, outpaced but some headway after 3 out, went third 2 out, weakened last (tchd 6/5)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,4,4,,,,,1½,14½,Never Seen Again,IRE,9/2,7,,,,,Hayley Burton,Sean Bowen,b,g,,,Mark Of Esteem,9,,,,"In touch with leaders, went third then steady headway from 4 out, outpaced before 2 out, lost third and weakened 2 out (op 11/2)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,5,5,,,,,½,15,Outback Frontiers,IRE,25/1,9,,,,,John O'Shea,James Turner,ch,g,,,Kapgarde,9,,,,"Raced in second, outpaced and lost position before 2 out, kept on run-in (op 16/1)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,6,6,,,,,6½,21½,Colonel Lesley,IRE,6/1,9,,,,,Richard Hawker,Miss Heidi Palin,gr,g,,,Tagula,9,,,,"Towards rear, some headway when short of room after 3 out, soon outpaced, weakened 2 out (op 5/1 tchd 13/2)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,7,7,,,,,9½,31,Masonbrook Meadow,IRE,14/1,4,,,,,Seamus Mullins,Ellis Collier,b,f,,,Epaulette,9,,,,"Slowly away, in rear, outpaced 3 out, some headway before 2 out, weakened quickly after 2 out (op 16/1 tchd 20/1)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,8,8,,,,,2½,33½,Polly Pi,IRE,33/1,5,,,,,Evan Williams,Adam Wedge,b,m,,,Marju,9,,,,"In rear, awkward jump 1st, never on terms (op 28/1 tchd 25/1)"
39,Newton Abbot,,2025/07/20,Jack Challis Turns 12 Handicap Hurdle,,,Jack Challis Turns 12 Handicap Hurdle,,,,Class 5,,"0-100, 4yo+",2m2f110yds,,,Good,8 hurdles,Hurdle,,9,9,,,,,24,57½,Zufal,GB,40/1,8,,,,,Jimmy Frost,Ben Jones,b,g,,,Johannesburg,9,,,,"In touch with leaders, weakened after 3 out, tailed off (op 33/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,1,1,,,,,,,Impecunious,IRE,13/8F,6,,,,,Chris Down,Bryan Carver,b,g,,,Gold Well,7,6m 45.02s,,,"In touch with leaders, prominent 3 out, led before 2 out, comfortably (op 2/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,2,2,,,,,3¼,,Sam's Amour,GB,7/1,8,,,,,Keiran Burke,Adam Wedge,b,m,,,Double Bed,7,,,,"In rear, headway 3 out, soon prominent, outpaced before 2 out, rallied and went second approaching last, kept on but no match for winner (op 15/2 tchd 8/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,3,3,,,,,2,5¼,Spitalfield,IRE,9/4,7,,,,,Jonjo & A J O'Neill,Benjamin Macey,b,g,,,Lord Americo,7,,,,"Towards rear, mistake 3 out, headway and disputing second 2 out, kept on but no extra run-in"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,4,4,,,,,5,10¼,Dear Ralphy,IRE,13/2,9,,,,,Anthony Honeyball,Sam Twiston-Davies,b,g,,,Fourstars Allstar,7,,,,"In rear, headway after 3 out, soon in touch with leaders, outpaced from 2 out (op 9/2 tchd 4/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,5,5,,,,,nk,10½,Halifax,FR,17/2,8,,,,,Grace Harris,Conor Ring,b,g,,,Apple Tree,7,,,,"Prominent, led narrowly after 3 out, headed before 2 out, weakened approaching last (op 9/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,6,6,,,,,37,47½,Pirates' Tale,GB,33/1,7,,,,,Chris Honour,Sean Houlihan,b,g,,,Midnight Legend,7,,,,"Prominent, not fluent 5th, not fluent then reminder after 7th, lost position 4 out, weakened 3 out, tailed off (op 25/1)"
39,Newton Abbot,,2025/07/20,Brendon Soper Memorial Handicap Hurdle,,,Brendon Soper Memorial Handicap Hurdle,,,,Class 4,,"0-110, 4yo+",3m2f105yds,,,Good,12 hurdles,Hurdle,,7,94,PU,,,,,,Dorrells Pierji,FR,22/1,12,,,,,D Summersby,Jack Tudor,br,g,,,Sleeping Car,7,,,,"Led, headed after 3 out, weakened quickly before 2 out, pulled up after 2 out (jockey said gelding stopped quickly; trainer had no explanation for the poor form shown; vet examined gelding post-race and had nothing to report) (tchd 20/1)"
39,Newton Abbot,,2025/07/20,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,,Class 5,,"0-100, 4yo+",2m4f216yds,,,Good,16 fences,Chase,,1,1,,,,,,,La Quarite,FR,11/10F,5,,,,,Mickey Bowen,Sean Bowen,b,g,,,Daramsar,7,5m 16.28s,,,"In touch with leaders, good jump and prominent 3rd, clear with one other when led 6th, went clear 9th, reduced lead 11th, went clear again 4 out, not fluent 3 out, easily (op 5/4)"
39,Newton Abbot,,2025/07/20,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,,Class 5,,"0-100, 4yo+",2m4f216yds,,,Good,16 fences,Chase,,2,2,,,,,36,,Believe Jack,FR,25/1,8,,,,,Alison Thorpe,Shane Fenelon,b,g,,,King's Best,7,,,,"In rear, struggling 4 out, soon no chance, went remote second towards finish (op 20/1 tchd 28/1)"
39,Newton Abbot,,2025/07/20,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,,Class 5,,"0-100, 4yo+",2m4f216yds,,,Good,16 fences,Chase,,3,3,,,,,1¾,37¾,Imperial Measure,IRE,9/2,7,,,,,Evan Williams,Adam Wedge,b,g,,,Accordion,7,,,,"In rear, overjumped 1st, struggling 4 out, soon no chance, went remote third towards finish (op 5/1 tchd 4/1)"
39,Newton Abbot,,2025/07/20,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,,Class 5,,"0-100, 4yo+",2m4f216yds,,,Good,16 fences,Chase,,4,4,,,,,nse,37¾,Sevenofus,IRE,28/1,9,,,,,Carroll Gray,James Davies,b,m,,,Moscow Society,7,,,,"Towards rear, headway 11th, in touch with leaders 12th, no chance with winner but went second after 3 out, weakened after 2 out, lost two places towards finish (op 22/1 tchd 16/1 and tchd 33/1)"
39,Newton Abbot,,2025/07/20,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,"Stephen Hayes ""Jagger"" Memorial Handicap Chase",,,,Class 5,,"0-100, 4yo+",2m4f216yds,,,Good,16 fences,Chase,,5,5,,,,,3¼,41,Mersey Street,IRE,15/2,7,,,,,Jonjo & A J O'Neill,Richie McLernon,b,g,,,Court Cave,7,,,,"Disputed lead, led after 2nd, clear with one other when headed 6th, chased clear leader 9th, headway 11th, lost ground 4 out, lost second after 3 out, soon weakened (op 9/2)"
