競馬場コード,競馬場,国名,レース日付,レース名,レース格,レース他,レース名省略,出走条件（性別）,馬場の種類,馬場の種類（英愛）,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,障害数,障害レース確認,着賞金,並び順位,確定順位,異常区分,同着,着変更,ゲート番号,着差1,着差2,馬名,生産国,オッズ,馬齢,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,優勝馬タイム,優勝馬オーナー,優勝馬生産者,コメント
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,4,4,,,,,4½,13¼,Zaraquelle,FR,5/1,3,,,,,James Owen,Sean Bowen,b,f,,,Shamardal,11,,,,"In touch with leaders, reminder after 5th, outpaced 2 out, rallied approaching last, kept on (op 6/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,5,5,,,,,2¾,16,It's Life,GB,22/1,3,,,,,Bill Turner,Jamie Brace,b,f,,,Havana Gold,11,,,,"Prominent, in touch with leaders 5th, outpaced 2 out, no impression run-in (op 40/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,6,6,,,,,1¼,17¼,The Dark Baron,IRE,100/1,3,,,,,Bill Turner,Harry Kimber,b,g,,,Declaration Of War,11,,,,"Novicey jumping, towards rear, kept on from 2 out, never on terms (op 66/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,7,7,,,,,5½,22¾,Glenridding,GB,18/1,3,,,,,Daniel & Claire Kubler,Brendan Powell,ch,g,,,Exceed And Excel,11,,,,"In touch with leaders, went third 5th, mistake 6th, lost position 2 out, weakened approaching last (op 14/1 tchd 12/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,8,8,,,,,18,40¾,Battle Stride,USA,150/1,3,,,,,Richard Armson,Philip Armson,b,g,,,Warrior's Reward,11,,,,"Midfield, switched left going okay before 3 out, outpaced 2 out, soon lost touch (op 80/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,9,9,,,,,18,58¾,Georginio,GB,33/1,3,,,,,Archie Watson,Ben Poste,b,g,,,Cape Cross,11,,,,"Took keen hold, prominent, slow jump and lost ground quickly 3 out, weakened 2 out, tailed off"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,10,94,F,,,,,,Jester Queen,USA,150/1,3,,,,,D J Jeffreys,Lewis Stones,b,f,,,Pioneerof The Nile,11,,,,"Held up in rear, awkward jump and fell 6th (op 80/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Daily Free Bet Juvenile Hurdle (GBB Race),,'GBB Race',QuinnBet Daily Free Bet Juvenile Hurdle,,,,Class 4,,3yo,1m7f168yds,,,Good,9 hurdles,Hurdle,,11,94,F,,,,,,River Moon,IRE,100/1,3,,,,,Robbie Llewellyn,Charlie Price,ch,g,,,Sunday Break,11,,,,"Held up in rear, fell 3 out (op 66/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,1,1,,,,,,,Pure Gold,GB,9/1,5,,,,,Lisa Harrison,Peter Kavanagh,b,m,,,Nathaniel,12,3m 50.24s,,,"Took keen hold, towards rear, not fluent 2nd, headway before 3 out, pushed along and pressed leader when not fluent last, led run-in, kept on (tchd 17/2)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,2,2,,,,,3,,Granny Hawkins,GB,16/1,6,,,,,Alan King,Tom Bellamy,b,m,,,King's Theatre,12,,,,"Midfield, headway before 3 out, joined leader 2 out, led narrowly just before last, headed run-in, soon no extra (op 12/1 tchd 14/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,3,3,,,,,6,9,Milajess,IRE,12/1,8,,,,,Micky Hammond,Joshua Thompson,b,m,,,Revoque,12,,,,"In touch with leaders, headway and joined leader 2 out, lost position just before last, weakened run-in (tchd 14/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,4,4,,,,,1¼,10¼,Bluebella,GB,16/5F,7,,,,,Samuel Drinkwater,Robert Dunne,b,m,,,Presenting,12,,,,"Took keen hold, in rear, hit 2nd, headway before 3 out, outpaced after 2 out, kept on run-in (op 7/2 tchd 3/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,5,5,,,,,nk,10½,Auntie Maggie,IRE,11/2,6,,,,,Alastair Ralph,Jonathan Burke,b,m,,,Vinnie Roe,12,,,,"Sweating, prominent, led narrowly after 3 out, soon joined, lost position before last, not fluent last, weakened run-in (op 6/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,6,6,,,,,6,16½,Jlow,IRE,4/1,4,,,,,Ryan Potter,Benjamin Macey,b,f,,,Fast Company,12,,,,"Took keen hold, in rear, headway after 4 out, prominent before 2 out, weakened approaching last (op 9/2)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,7,7,,,,,1½,18,Quick Of The Night,GB,9/2,8,,,,,Dave Roberts,Lee Edwards,b,m,,,Mansonnien,12,,,,"Didn't always jump with fluency, midfield, lost ground with one circuit to go, outpaced after 4 out, weakened approaching last (jockey said mare was never travelling; vet examined the mare post-race during routine testing and had nothing to report) (op 5/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,8,8,,,,,nk,18¼,Belle Montrose,IRE,9/1,6,,,,,Samuel Drinkwater,Sam Twiston-Davies,b,m,,,King's Ride,12,,,,"In rear, not fluent 4th, headway and prominent 3 out, weakened after 2 out (tchd 10/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,9,9,,,,,5½,23¾,Getmetothemoon,GB,14/1,6,,,,,Anthony Honeyball,Chad Bament,b,m,,,Getaway,12,,,,"In touch with leaders, lost ground after 4th, some headway when hit 2 out, weakening when not fluent last (tchd 16/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,10,10,,,,,1¾,25½,Lady Buttercup,GB,20/1,5,,,,,Donald McCain,Charlie Maggs,b,m,,,Tobougg,12,,,,"Took keen hold, led, not fluent 4th, hit 5th, hit 3 out, soon headed then weakened (tchd 22/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,11,11,,,,,26,51½,Prophet Squeeze,IRE,66/1,7,,,,,Alison Thorpe,Shane Fenelon,b,m,,,Highest Honor,12,,,,"Took keen hold, midfield, in touch with leaders 4th, not fluent 5th, weakened before 3 out (op 40/1 tchd 33/1)"
84,Uttoxeter,,2025/07/27,Roys Ices Mares' Handicap Hurdle,,,Roys Ices Mares' Handicap Hurdle,Mares,,,Class 5,,"0-100, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,12,94,PU,,,,,,Remember Moi,IRE,33/1,5,,,,,Georgina Nicholls,Miss Olive Nicholls,gr,m,,,Kapgarde,12,,,,"Prominent, weakened on turn before 3 out, pulled up after 2 out (tchd 28/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,1,1,,,,,,,Vocito,IRE,12/1,7,,,,,Olly Murphy,Lewis Saunders,b,g,,,Galileo,10,3m 50.07s,,,"Prominent, pushed along 2 out, ridden and disputed lead last, led clearly run-in, kept on well final 110yds, won going away (op 11/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,2,2,,,,,3¼,,Stroll On By,IRE,5/1,8,,,,,Charlie Longsdon,Sean Bowen,b,g,,,Kalanisi,10,,,,"In touch with leaders, dropped to midfield after 4th, rapid headway 3 out, went second when not fluent 2 out, disputed lead last, weakened final 110yds (op 6/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,3,3,,,,,2½,5¾,Time Interval,GB,15/2,7,,,,,David Dennis,Adam Wedge,b,g,,,Rip Van Winkle,10,,,,"Prominent, led after 6th, 4 lengths ahead 3 out, reduced lead 2 out, headed approaching last, weakened run-in (op 10/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,4,4,,,,,5,10¾,Tara Iti,GB,9/1,7,,,,,James Owen,Sam Twiston-Davies,ch,g,,,Sir Percy,10,,,,"Held up in rear, headway 3 out, went fourth approaching last, no extra run-in (op 12/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,5,5,,,,,4½,15¼,Enthused,IRE,100/30F,8,,,,,James Owen,Alex Chadwick,b,g,,,Shamardal,10,,,,"In touch with leaders, lost position 2 out, weakened last (op 3/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,6,6,,,,,6½,21¾,Leloopa,IRE,9/1,5,,,,,Fergal O'Brien,Tom Broughton,b,m,,,Flemensfirth,10,,,,"Held up in rear, not fluent 3 out, brief headway 2 out, no impression (op 8/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,7,7,,,,,7½,29¼,Gavin,GB,6/1,7,,,,,Mickey Bowen,Shane Fenelon,b,g,,,Montjeu,10,,,,"Led at fast pace, hung right on turn before 5th, headed after 6th, weakened 3 out (tchd 13/2)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,8,8,,,,,26,55¼,Linden Lane,IRE,80/1,5,,,,,Evan Williams,Conor Ring,b,g,,,Flemensfirth,10,,,,"Midfield, dropped to rear and struggling 6th, tailed off (op 40/1)"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,9,94,PU,,,,,,Lunar Sovereign,IRE,18/1,9,,,,,Sophie Leech,Ciaran Gethings,b,g,,,Authorized,10,,,,"Towards rear, mistake 3rd, pulled up before 3 out"
84,Uttoxeter,,2025/07/27,steelbeamsderby.co.uk Handicap Hurdle,,,steelbeamsderby.co.uk Handicap Hurdle,,,,Class 4,,"0-120, 3yo+",1m7f168yds,,,Good,9 hurdles,Hurdle,,10,94,PU,,,,,,Realistic Optimism,IRE,9/2,8,,,,,Jamie Snowden,Gavin Sheehan,br,g,,,Yeats,10,,,,"Midfield, mistake and dropped to rear 2nd, no impression when broke down and pulled up quickly after 2 out (tchd 4/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,1,1,,,,,,,Art Of Diplomacy,GB,11/2,9,,,,,Mickey Bowen,Shane Fenelon,b,g,,,Rail Link,10,6m 30.97s,,,"Travelled strongly, towards rear, not fluent 11th, mistake 14th, headway on outer before 4 out, soon pressed leader, led approaching last, ridden and kept on well run-in (op 5/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,2,2,,,,,4½,,Harrys Hope,IRE,11/2,7,,,,,Ben Pauling,Ben Jones,ch,m,,,Over The River,10,,,,"In rear, headway before 4 out, led just before 3 out, headed then hung left approaching last, weakened run-in (op 13/2 tchd 5/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,3,3,,,,,1,5½,Olivers Travels,IRE,5/2F,7,,,,,Mickey Bowen,Sean Bowen,ch,g,,,Presenting,10,,,,"Didn't always jump with fluency, midfield, outpaced before 4 out, rallied before 2 out, went third before last, kept on (op 11/4)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,4,4,,,,,6,11½,Village Master,IRE,6/1,6,,,,,Warren Greatrex,James Bowen,gr,g,,,King's Theatre,10,,,,"Prominent, lost ground before 5th, headway before 4 out, not fluent 3 out, weakened after 2 out (op 5/1 tchd 9/2)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,5,5,,,,,2,13½,Manothepeople,IRE,7/1,10,,,,,Fergal O'Brien,Fern O'Brien,b,g,,,Insan,10,,,,"In touch with leaders, mistake 14th, weakened after 3 out (op 15/2 tchd 6/1 and tchd 9/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,6,6,,,,,nk,13¾,Lord Accord,IRE,11/1,10,,,,,Neil Mulholland,Richie McLernon,b,g,,,Executive Perk,10,,,,"Led, joined before 9th, not fluent 4 out, headed just before 3 out, weakened from 2 out (op 12/1 and tchd 14/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,7,7,,,,,3½,17¼,Ashtown Lad,IRE,50/1,11,,,,,David O'Meara,Charlie Deutsch,b,g,,,Saddlers' Hall,10,,,,"Prominent, joined leader before 9th, lost position after 12th, headway before 4 out, weakened after 3 out (tchd 66/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,8,8,,,,,25,42¼,Young Buster,IRE,9/1,9,,,,,Fergal O'Brien,Jonathan Burke,b,g,,,Shahrastani,10,,,,"Prominent, lost ground before 7th, mistake 9th, headway before 15th, weakened before 3 out (tchd 10/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,9,9,,,,,20,62¼,Shanagh Bob,IRE,22/1,7,,,,,Henry Oliver,David Noonan,b,g,,,Exit To Nowhere,10,,,,"Jumped right on occasions, never better than midfield (op 18/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Chase (GBB Race),,'GBB Race',QuinnBet Handicap Chase,,,,Class 2,,4yo+,3m2f13yds,,,Good,20 fences,Chase,,10,94,PU,,,,,,Wasdell Dundalk,FR,14/1,10,,,,,Lisa Harrison,Danny McMenamin,ch,g,,,Linda's Lad,10,,,,"Always behind, pulled up before 14th (jockey said gelding lost his action; vet examined the gelding post-race and had nothing to report) (op 16/1)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,1,1,,,,,,,Pounding Poet,IRE,11/4,9,,,,,Tom Lacey,Sean Bowen,b,g,,,Tamayaz,6,5m 55.13s,,,"Held up in rear, outpaced and pushed along 3 out, rallied on outer 2 out, ridden to lead last, drifted left but kept on well run-in, won going away (op 7/2)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,2,2,,,,,1½,,Saint Bibiana,IRE,9/2,8,,,,,Georgina Nicholls,Miss Olive Nicholls,b,m,,,Astarabad,6,,,,"Led, briefly headed 3 out, headed last, keeping on when hampered run-in, no extra towards finish (op 7/2 tchd 5/1)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,3,3,,,,,3¾,5¼,Jaytee,GB,25/1,10,,,,,Ian Williams,Brian Hughes,ch,g,,,Anshan,6,,,,"Prominent, pressed leader 9th, briefly led 3 out, weakened run-in (op 33/1)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,4,4,,,,,1¾,7,Party Business,IRE,8/1,9,,,,,Ian Williams,Robert Dunne,b,g,,,Desert Sun,6,,,,"Held up in rear, headway 2 out, not fluent last, outpaced run-in (op 15/2 tchd 7/1)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,5,5,,,,,hd,7¼,Keel Strand,FR,7/4F,5,,,,,Paul Nicholls,Harry Cobden,b,g,,,Compton Place,6,,,,"Prominent, lost position 3 out, rallied on inner 2 out, switched right and outpaced approaching last, kept on run-in (tchd 15/8)"
84,Uttoxeter,,2025/07/27,Stan Price Memorial Handicap Hurdle (GBB Race),,'GBB Race',Stan Price Memorial Handicap Hurdle,,,,Class 2,,"0-150, 4yo+",2m7f70yds,,,Good,12 hurdles,Hurdle,,6,6,,,,,¾,8,Earth King,IRE,5/1,9,,,,,Neil Mulholland,Conor O'Farrell,b,g,,,Winged Love,6,,,,"In touch with leaders, headway after 3 out, pressed leaders when not fluent 2 out, outpaced approaching last, edged left run-in (op 9/2 tchd 4/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,1,1,,,,,,,Presentandcounting,IRE,9/1,11,,,,,Donald McCain,Brian Hughes,b,g,,,Westerner,9,4m 57.68s,,,"In touch with leaders, outpaced after 4 out, rallying when mistake 2 out, led last, ridden and kept on well run-in (op 17/2 tchd 8/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,2,2,,,,,6½,,Aslukwoodhavit,GB,10/1,9,,,,,Mickey Bowen,James Bowen,b,g,,,Unfuwain,9,,,,"In touch with leaders, headway before 4th, not fluent 7th, led with one circuit to go, not fluent when headed last, weakened run-in"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,3,3,,,,,1,7½,Kilmurry Jj,IRE,16/1,8,,,,,Henry Oliver,David Noonan,ch,g,,,Milan,9,,,,"Took keen hold, soon midfield, headway before 4 out, outpaced when mistake 3 out, rallied approaching last, went third run-in, kept on (op 11/1 tchd 18/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,4,4,,,,,3¼,10¾,Raby Mere,FR,6/4F,6,,,,,Olly Murphy,Sean Bowen,b,g,,,Poliglote,9,,,,"Midfield, lost ground after 3rd, in rear when hampered 8th, outpaced after 4 out, headway approaching last, kept on well and went fourth final strides (op 11/8)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,5,5,,,,,nk,11,The Gypsy Davey,IRE,9/1,7,,,,,Evan Williams,Eoin Staples,b,g,,,Anshan,9,,,,"Disputed lead, led before 3rd, jumped right 7th, headed with one circuit to go, weakened after 2 out (op 12/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,6,6,,,,,1¼,12¼,Collingham,GER,33/1,7,,,,,Jake Thomas Coulson,Tabitha Worsley,b,g,,,Mull Of Kintyre,9,,,,"Towards rear, headway before 5th, not fluent when midfield 11th, soon outpaced, weakened before 2 out (op 50/1 and tchd 66/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,7,7,,,,,1¼,13½,Midnight Jewel,GB,9/2,9,,,,,Charlie Longsdon,Ben Jones,b,g,,,Double Trigger,9,,,,"Disputed lead, lost position but prominent before 3rd, not fluent 8th, pressed leader when bad mistake 2 out, soon weakened (op 5/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,8,8,,,,,5½,19,Moodofthemoment,IRE,40/1,8,,,,,David Thompson,William Maggs,ch,g,,,Saddlers' Hall,9,,,,"Didn't always jump with fluency, always behind (op 50/1 and tchd 66/1)"
84,Uttoxeter,,2025/07/27,quinnbet.com Handicap Chase (GBB Race),,'GBB Race',quinnbet.com Handicap Chase,,,,Class 4,,"0-120, 4yo+",2m4f,,,Good,15 fences,Chase,,9,9,,,,,20,39,Golden Ambition,IRE,4/1,6,,,,,Ben Pauling,Kielan Woods,ch,g,,,Rashar,9,,,,"Midfield, lost ground and slow jump 8th, headway before 11th, weakened from 4 out (op 5/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,1,1,,,,,,,Chillhi,IRE,11/4,5,,,,,James Owen,Sean Bowen,b,g,,,Second Empire,13,4m 58.89s,,,"Didn't always jump with fluency, pressed leader, led 2nd, mistake 3 out, soon headed and ridden, challenging when wandered around approaching last, led run-in, kept on well final 110yds, won going away (op 9/4)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,2,2,,,,,4¼,,Gold Link,FR,5/2F,9,,,,,Emma Lavelle,Ben Jones,b,g,,,Voix Du Nord,13,,,,"Didn't always jump with fluency, in touch with leaders, prominent when mistake 7th, led after 3 out, went clear with winner when awkward jump 2 out, hung left approaching last, headed run-in, weakened final 110yds (op 3/1 tchd 11/4)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,3,3,,,,,2½,6¾,Dalileo,IRE,12/1,10,,,,,Lisa Harrison,Peter Kavanagh,b,g,,,Danehill Dancer,13,,,,"Held up in rear, still plenty to do 3 out, headway 2 out, stayed on approaching last, went third run-in, soon hung left, no impression final 110yds (op 10/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,4,4,,,,,nse,6¾,Fenna's Loss,IRE,28/1,8,,,,,Stephen Allen,Jamie Brace,b,g,,,Presenting,13,,,,"In touch with leaders, raced in third but outpaced 2 out, not fluent last, lost third run-in, kept on (tchd 33/1)"
